Name,FileSource,Secondary,Storage,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,EntityLimitCount,LimitType,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,PanType,Pan,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice
chr_breathing_hurt,devraw\english\sound\vox\dds\us\breath\carter\hurt\hurt_00.SN65.pc.snd,,streamed,bus_voice,grp_voice,snp_voice,,60,85,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,95,100,0,1,2d,front_and_center,nonlooping,,1,0,0,0,0,0,no,yes,none,0,,no,,,no,no,no,0,0,yes,yes,,0,,no,no,no
chr_breathing_hurt,devraw\english\sound\vox\dds\us\breath\carter\hurt\hurt_01.SN65.pc.snd,,streamed,bus_voice,grp_voice,snp_voice,,60,85,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,95,100,0,1,2d,front_and_center,nonlooping,,1,0,0,0,0,0,no,yes,none,0,,no,,,no,no,no,0,0,yes,yes,,0,,no,no,no
chr_breathing_hurt,devraw\english\sound\vox\dds\us\breath\carter\hurt\hurt_02.SN65.pc.snd,,streamed,bus_voice,grp_voice,snp_voice,,60,85,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,95,100,0,1,2d,front_and_center,nonlooping,,1,0,0,0,0,0,no,yes,none,0,,no,,,no,no,no,0,0,yes,yes,,0,,no,no,no
chr_breathing_hurt,devraw\english\sound\vox\dds\us\breath\carter\hurt\hurt_03.SN65.pc.snd,,streamed,bus_voice,grp_voice,snp_voice,,60,85,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,95,100,0,1,2d,front_and_center,nonlooping,,1,0,0,0,0,0,no,yes,none,0,,no,,,no,no,no,0,0,yes,yes,,0,,no,no,no
fly_dtp_land_exert_plr,devraw\english\sound\vox\dds\us\exert\carter\land\land_exert_00.SN65.pc.snd,fly_weight_land_player,streamed,bus_voice,grp_voice,snp_voice,,60,85,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,95,100,0,1,2d,front_and_center,nonlooping,,1,0,0,0,0,0,no,yes,none,0,,no,,,no,no,no,0,0,yes,yes,,0,,no,no,no
fly_dtp_land_exert_plr,devraw\english\sound\vox\dds\us\exert\carter\land\land_exert_01.SN65.pc.snd,fly_weight_land_player,streamed,bus_voice,grp_voice,snp_voice,,60,85,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,95,100,0,1,2d,front_and_center,nonlooping,,1,0,0,0,0,0,no,yes,none,0,,no,,,no,no,no,0,0,yes,yes,,0,,no,no,no
fly_dtp_land_exert_plr,devraw\english\sound\vox\dds\us\exert\carter\land\land_exert_02.SN65.pc.snd,fly_weight_land_player,streamed,bus_voice,grp_voice,snp_voice,,60,85,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,95,100,0,1,2d,front_and_center,nonlooping,,1,0,0,0,0,0,no,yes,none,0,,no,,,no,no,no,0,0,yes,yes,,0,,no,no,no
fly_dtp_land_exert_plr,devraw\english\sound\vox\dds\us\exert\carter\land\land_exert_03.SN65.pc.snd,fly_weight_land_player,streamed,bus_voice,grp_voice,snp_voice,,60,85,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,95,100,0,1,2d,front_and_center,nonlooping,,1,0,0,0,0,0,no,yes,none,0,,no,,,no,no,no,0,0,yes,yes,,0,,no,no,no
fly_dtp_land_exert_plr,devraw\english\sound\vox\dds\us\exert\carter\land\land_exert_04.SN65.pc.snd,fly_weight_land_player,streamed,bus_voice,grp_voice,snp_voice,,60,85,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,95,100,0,1,2d,front_and_center,nonlooping,,1,0,0,0,0,0,no,yes,none,0,,no,,,no,no,no,0,0,yes,yes,,0,,no,no,no
fly_dtp_land_exert_plr,devraw\english\sound\vox\dds\us\exert\carter\land\land_exert_05.SN65.pc.snd,fly_weight_land_player,streamed,bus_voice,grp_voice,snp_voice,,60,85,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,95,100,0,1,2d,front_and_center,nonlooping,,1,0,0,0,0,0,no,yes,none,0,,no,,,no,no,no,0,0,yes,yes,,0,,no,no,no
